TransactionKey,Transaction Date,Customer Code,Product Key,Number Of Units
20832,10-Jan-2018,Z100347,10,10
23003,10-Jan-2018,Z100022,10,1
26784,10-Jan-2018,Z100034,11,1
30193,10-Jan-2018,Z100380,12,4
30555,10-Jan-2018,Z100062,8,10
30736,10-Jan-2018,Z100980,12,10
31814,10-Jan-2018,Z100142,11,1
32002,10-Jan-2018,Z100270,1,3
32292,10-Jan-2018,Z100317,7,3
34324,10-Jan-2018,Z100773,9,4
35122,10-Jan-2018,Z100768,9,2
36408,10-Jan-2018,Z100672,5,5
38022,10-Jan-2018,Z100105,1,5
38297,10-Jan-2018,Z100958,5,1
42018,10-Jan-2018,Z100269,9,1
43539,10-Jan-2018,Z100024,9,2
46927,10-Jan-2018,Z100443,3,5
49323,10-Jan-2018,Z100760,13,1
49444,10-Jan-2018,Z100353,1,2
50849,10-Jan-2018,Z100691,7,1
53390,10-Jan-2018,Z100523,5,4
53632,10-Jan-2018,Z100344,1,1
57595,10-Jan-2018,Z100572,15,1
61044,10-Jan-2018,Z100149,1,3
61126,10-Jan-2018,Z100709,8,1
61259,10-Jan-2018,Z100726,13,1
61473,10-Jan-2018,Z100280,2,1
61659,10-Jan-2018,Z100888,3,2
62340,10-Jan-2018,Z100544,1,1
65752,10-Jan-2018,Z100780,13,3
65781,10-Jan-2018,Z100282,7,1
68903,10-Jan-2018,Z100124,9,1
69359,10-Jan-2018,Z100340,8,1
70476,10-Jan-2018,Z100601,9,2
71819,10-Jan-2018,Z100778,1,5
74095,10-Jan-2018,Z100386,10,1
75163,10-Jan-2018,Z100655,8,1
75204,10-Jan-2018,Z100998,1,1
76370,10-Jan-2018,Z100834,10,3
78376,10-Jan-2018,Z100029,8,3
78994,10-Jan-2018,Z100012,10,1
79364,10-Jan-2018,Z100139,15,4
80575,10-Jan-2018,Z100359,1,2
81712,10-Jan-2018,Z100861,14,1
83124,10-Jan-2018,Z100720,2,10
84584,10-Jan-2018,Z100470,9,4
86035,10-Jan-2018,Z100088,11,1
86918,10-Jan-2018,Z100179,1,1
90600,10-Jan-2018,Z100192,8,1
92280,10-Jan-2018,Z100865,9,1
93498,10-Jan-2018,Z100026,5,1
95108,10-Jan-2018,Z100967,3,1
95729,10-Jan-2018,Z100167,8,2
96352,10-Jan-2018,Z100703,9,5
96494,10-Jan-2018,Z100568,10,1
97284,10-Jan-2018,Z100107,3,1
97345,10-Jan-2018,Z100398,8,2
97762,10-Jan-2018,Z100511,10,4
98634,10-Jan-2018,Z100081,9,5
2354,11-Jan-2018,Z100214,4,4
2450,11-Jan-2018,Z100397,10,2
7343,11-Jan-2018,Z100718,8,1
9865,11-Jan-2018,Z100388,7,2
10650,11-Jan-2018,Z100070,3,5
10699,11-Jan-2018,Z100583,8,4
11891,11-Jan-2018,Z100588,3,5
14214,11-Jan-2018,Z100526,3,2
14843,11-Jan-2018,Z100581,9,1
16599,11-Jan-2018,Z100612,7,1
17214,11-Jan-2018,Z100033,9,4
20872,11-Jan-2018,Z100407,5,1
21744,11-Jan-2018,Z100377,9,1
32836,11-Jan-2018,Z100633,13,2
33938,11-Jan-2018,Z100679,16,1
35230,11-Jan-2018,Z100263,7,4
35864,11-Jan-2018,Z100191,9,1
38330,11-Jan-2018,Z100995,11,5
39530,11-Jan-2018,Z100246,7,4
39634,11-Jan-2018,Z100084,7,5
42066,11-Jan-2018,Z100286,8,1
44505,11-Jan-2018,Z100276,10,3
45451,11-Jan-2018,Z100346,11,2
48525,11-Jan-2018,Z100224,11,5
49829,11-Jan-2018,Z100515,4,3
51108,11-Jan-2018,Z100732,6,4
54220,11-Jan-2018,Z100317,9,1
54775,11-Jan-2018,Z100530,8,5
54947,11-Jan-2018,Z100119,6,1
54965,11-Jan-2018,Z100627,10,2
55252,11-Jan-2018,Z100331,10,5
58127,11-Jan-2018,Z100968,10,1
58149,11-Jan-2018,Z100303,3,5
59448,11-Jan-2018,Z100151,8,10
59651,11-Jan-2018,Z100121,7,10
59932,11-Jan-2018,Z100573,7,1
59954,11-Jan-2018,Z100438,7,5
60454,11-Jan-2018,Z100983,11,2
62405,11-Jan-2018,Z100131,11,3
64208,11-Jan-2018,Z100902,7,1
69063,11-Jan-2018,Z100615,8,1
70236,11-Jan-2018,Z100196,2,4
71533,11-Jan-2018,Z100369,9,2
71847,11-Jan-2018,Z100856,10,4
72186,11-Jan-2018,Z100319,14,1
72897,11-Jan-2018,Z100519,13,4
74058,11-Jan-2018,Z100493,14,5
75255,11-Jan-2018,Z100723,10,1
75635,11-Jan-2018,Z100572,13,1
76055,11-Jan-2018,Z100838,1,1
78841,11-Jan-2018,Z100299,1,5
79474,11-Jan-2018,Z100355,1,1
79764,11-Jan-2018,Z100385,3,2
80700,11-Jan-2018,Z100117,6,1
81166,11-Jan-2018,Z100462,14,2
83133,11-Jan-2018,Z100728,9,2
84872,11-Jan-2018,Z100083,13,4
86391,11-Jan-2018,Z100474,10,2
87300,11-Jan-2018,Z100287,14,1
89916,11-Jan-2018,Z100640,8,1
91477,11-Jan-2018,Z100419,11,3
92369,11-Jan-2018,Z100699,2,10
92663,11-Jan-2018,Z100997,6,5
93879,11-Jan-2018,Z100753,6,2
94787,11-Jan-2018,Z100598,10,10
95593,11-Jan-2018,Z100926,10,1
96877,11-Jan-2018,Z100478,10,4
97776,11-Jan-2018,Z100042,11,1
98895,11-Jan-2018,Z100144,13,3
99163,11-Jan-2018,Z100303,4,1
1039,12-Jan-2018,Z100250,3,1
1422,12-Jan-2018,Z100525,8,4
3750,12-Jan-2018,Z100213,8,4
4695,12-Jan-2018,Z100041,2,10
5077,12-Jan-2018,Z100554,14,1
6196,12-Jan-2018,Z100388,11,1
6733,12-Jan-2018,Z100259,8,1
6845,12-Jan-2018,Z100041,2,5
8117,12-Jan-2018,Z100119,13,1
12762,12-Jan-2018,Z100946,3,1
13007,12-Jan-2018,Z100479,9,4
13243,12-Jan-2018,Z100035,1,5
13805,12-Jan-2018,Z100166,9,3
18065,12-Jan-2018,Z100711,15,2
19215,12-Jan-2018,Z100420,9,1
20492,12-Jan-2018,Z100998,7,1
21222,12-Jan-2018,Z100238,7,3
22303,12-Jan-2018,Z100681,12,3
22448,12-Jan-2018,Z100853,9,2
23254,12-Jan-2018,Z100215,9,1
23979,12-Jan-2018,Z100365,9,1
25788,12-Jan-2018,Z100886,3,1
26749,12-Jan-2018,Z100382,15,10
27681,12-Jan-2018,Z100591,10,1
27713,12-Jan-2018,Z100859,11,1
28022,12-Jan-2018,Z100230,3,2
28224,12-Jan-2018,Z100150,10,2
29963,12-Jan-2018,Z100977,9,1
34074,12-Jan-2018,Z100850,14,1
34401,12-Jan-2018,Z100240,8,5
36214,12-Jan-2018,Z100507,9,5
39470,12-Jan-2018,Z100872,11,1
39622,12-Jan-2018,Z100614,9,1
42526,12-Jan-2018,Z100094,9,3
43389,12-Jan-2018,Z100352,14,1
44016,12-Jan-2018,Z100426,3,1
45001,12-Jan-2018,Z100690,10,4
46479,12-Jan-2018,Z100817,8,5
49687,12-Jan-2018,Z100938,8,2
51665,12-Jan-2018,Z100261,3,1
53304,12-Jan-2018,Z100272,7,2
54018,12-Jan-2018,Z100417,10,1
54195,12-Jan-2018,Z100650,3,4
54646,12-Jan-2018,Z100761,3,1
57586,12-Jan-2018,Z100977,7,3
59340,12-Jan-2018,Z100112,2,1
61973,12-Jan-2018,Z100473,9,3
62267,12-Jan-2018,Z100200,3,3
63557,12-Jan-2018,Z100679,3,1
63906,12-Jan-2018,Z100069,3,1
66468,12-Jan-2018,Z100884,4,5
66559,12-Jan-2018,Z100918,8,1
70851,12-Jan-2018,Z100554,13,1
72085,12-Jan-2018,Z100289,10,2
72252,12-Jan-2018,Z100617,9,4
74190,12-Jan-2018,Z100362,1,1
74775,12-Jan-2018,Z100584,10,5
80744,12-Jan-2018,Z100201,2,3
81088,12-Jan-2018,Z100971,9,2
81362,12-Jan-2018,Z100212,8,10
83268,12-Jan-2018,Z100505,3,1
84048,12-Jan-2018,Z100411,11,5
84708,12-Jan-2018,Z100569,8,1
84828,12-Jan-2018,Z100701,1,5
85348,12-Jan-2018,Z100779,11,4
86336,12-Jan-2018,Z100001,8,1
88168,12-Jan-2018,Z100630,14,5
89283,12-Jan-2018,Z100212,3,4
90247,12-Jan-2018,Z100839,1,2
91817,12-Jan-2018,Z100400,10,3
96873,12-Jan-2018,Z100053,9,1
98016,12-Jan-2018,Z100090,9,1
1236,13-Jan-2018,Z100453,13,4
1992,13-Jan-2018,Z100525,10,1
3162,13-Jan-2018,Z100728,4,1
3636,13-Jan-2018,Z100786,9,5
6901,13-Jan-2018,Z100236,12,10
12701,13-Jan-2018,Z100177,9,1
13130,13-Jan-2018,Z100890,10,1
13567,13-Jan-2018,Z100834,3,1
14954,13-Jan-2018,Z100607,3,3
14996,13-Jan-2018,Z100560,5,1
16161,13-Jan-2018,Z100452,2,2
16712,13-Jan-2018,Z100116,11,10
16829,13-Jan-2018,Z100118,10,1
17992,13-Jan-2018,Z100394,9,4
21948,13-Jan-2018,Z100265,4,4
23184,13-Jan-2018,Z100035,9,5
24432,13-Jan-2018,Z100434,13,1
24807,13-Jan-2018,Z100704,2,1
26778,13-Jan-2018,Z100145,7,1
30232,13-Jan-2018,Z100237,5,1
31061,13-Jan-2018,Z100514,1,5
32110,13-Jan-2018,Z100341,11,3
32172,13-Jan-2018,Z100778,10,10
33243,13-Jan-2018,Z100913,7,5
33898,13-Jan-2018,Z100447,8,1
34850,13-Jan-2018,Z100915,9,1
36166,13-Jan-2018,Z100588,3,5
37228,13-Jan-2018,Z100983,9,3
38649,13-Jan-2018,Z100068,13,1
39070,13-Jan-2018,Z100874,12,1
40336,13-Jan-2018,Z100612,9,3
41262,13-Jan-2018,Z100853,6,1
42133,13-Jan-2018,Z100037,13,1
43542,13-Jan-2018,Z100490,12,5
44200,13-Jan-2018,Z100200,10,1
44677,13-Jan-2018,Z100935,1,1
47674,13-Jan-2018,Z100997,1,3
48003,13-Jan-2018,Z100917,7,5
48562,13-Jan-2018,Z100048,8,2
49927,13-Jan-2018,Z100664,6,4
50921,13-Jan-2018,Z100056,5,1
52063,13-Jan-2018,Z100335,3,3
53484,13-Jan-2018,Z100309,9,1
55337,13-Jan-2018,Z100426,8,1
58561,13-Jan-2018,Z100997,14,3
59336,13-Jan-2018,Z100221,8,1
63660,13-Jan-2018,Z100904,9,10
64049,13-Jan-2018,Z100598,3,1
64675,13-Jan-2018,Z100374,13,5
68147,13-Jan-2018,Z100820,3,5
69011,13-Jan-2018,Z100219,8,1
70777,13-Jan-2018,Z100260,5,2
71096,13-Jan-2018,Z100232,9,3
71855,13-Jan-2018,Z100621,10,1
73815,13-Jan-2018,Z100290,1,2
75250,13-Jan-2018,Z100259,6,4
76087,13-Jan-2018,Z100950,8,5
77609,13-Jan-2018,Z100982,8,3
79129,13-Jan-2018,Z100419,5,1
81752,13-Jan-2018,Z100821,4,3
84503,13-Jan-2018,Z100268,10,1
84926,13-Jan-2018,Z100694,8,1
85208,13-Jan-2018,Z100523,8,1
85625,13-Jan-2018,Z100215,12,5
86264,13-Jan-2018,Z100578,7,2
89236,13-Jan-2018,Z100762,7,4
89339,13-Jan-2018,Z100044,3,2
90210,13-Jan-2018,Z100251,7,1
91318,13-Jan-2018,Z100335,10,3
92627,13-Jan-2018,Z100513,8,1
93585,13-Jan-2018,Z100156,3,1
96292,13-Jan-2018,Z100183,10,1
98429,13-Jan-2018,Z100934,8,1
99341,13-Jan-2018,Z100144,7,1
99368,13-Jan-2018,Z100493,10,5
2,14-Jan-2018,Z100910,14,1
627,14-Jan-2018,Z100199,7,3
825,14-Jan-2018,Z100784,14,2
2021,14-Jan-2018,Z100550,7,1
2076,14-Jan-2018,Z100260,10,5
2539,14-Jan-2018,Z100202,1,4
2601,14-Jan-2018,Z100631,5,1
6324,14-Jan-2018,Z100437,1,3
8420,14-Jan-2018,Z100732,13,1
9599,14-Jan-2018,Z100138,8,2
10496,14-Jan-2018,Z100796,2,4
10984,14-Jan-2018,Z100620,11,1
11567,14-Jan-2018,Z100064,11,2
11759,14-Jan-2018,Z100311,11,2
12388,14-Jan-2018,Z100324,9,1
13165,14-Jan-2018,Z100346,2,2
15018,14-Jan-2018,Z100728,10,1
16117,14-Jan-2018,Z100056,7,2
16559,14-Jan-2018,Z100721,16,1
18786,14-Jan-2018,Z100065,9,10
19424,14-Jan-2018,Z100909,8,2
21280,14-Jan-2018,Z100202,7,3
22181,14-Jan-2018,Z100346,5,5
22356,14-Jan-2018,Z100736,3,2
23669,14-Jan-2018,Z100011,11,4
23909,14-Jan-2018,Z100950,2,2
24497,14-Jan-2018,Z100516,1,4
24900,14-Jan-2018,Z100636,11,4
25183,14-Jan-2018,Z100370,11,1
27217,14-Jan-2018,Z100971,9,2
27663,14-Jan-2018,Z100103,9,3
30268,14-Jan-2018,Z100786,9,1
30740,14-Jan-2018,Z100283,3,1
31688,14-Jan-2018,Z100338,4,2
31799,14-Jan-2018,Z100614,2,1
32092,14-Jan-2018,Z100398,10,4
32776,14-Jan-2018,Z100899,14,3
34643,14-Jan-2018,Z100142,9,1
34933,14-Jan-2018,Z100648,9,4
38419,14-Jan-2018,Z100165,10,5
39913,14-Jan-2018,Z100785,3,10
40370,14-Jan-2018,Z100304,10,5
41372,14-Jan-2018,Z100090,3,4
41538,14-Jan-2018,Z100258,7,2
41787,14-Jan-2018,Z100721,3,10
46280,14-Jan-2018,Z100852,11,4
47852,14-Jan-2018,Z100685,7,1
48223,14-Jan-2018,Z100764,8,4
49185,14-Jan-2018,Z100299,8,1
51147,14-Jan-2018,Z100539,2,1
51327,14-Jan-2018,Z100878,1,1
52629,14-Jan-2018,Z100893,10,1
53949,14-Jan-2018,Z100410,10,2
54652,14-Jan-2018,Z100260,14,10
55059,14-Jan-2018,Z100866,4,2
56851,14-Jan-2018,Z100932,10,1
59704,14-Jan-2018,Z100292,3,3
63831,14-Jan-2018,Z100276,8,1
64228,14-Jan-2018,Z100345,3,4
64686,14-Jan-2018,Z100144,1,1
69785,14-Jan-2018,Z100922,1,3
71897,14-Jan-2018,Z100719,3,1
72297,14-Jan-2018,Z100865,8,1
75158,14-Jan-2018,Z100688,3,4
77334,14-Jan-2018,Z100410,3,10
79098,14-Jan-2018,Z100370,3,1
79118,14-Jan-2018,Z100582,11,1
80493,14-Jan-2018,Z100011,7,4
80560,14-Jan-2018,Z100115,3,1
85058,14-Jan-2018,Z100443,8,10
85609,14-Jan-2018,Z100153,1,3
88908,14-Jan-2018,Z100945,3,10
90618,14-Jan-2018,Z100008,1,1
91257,14-Jan-2018,Z100314,7,10
92502,14-Jan-2018,Z100856,2,10
94035,14-Jan-2018,Z100508,6,5
95107,14-Jan-2018,Z100005,3,2
95458,14-Jan-2018,Z100302,8,1
96810,14-Jan-2018,Z100612,10,2
407,15-Jan-2018,Z100560,1,1
945,15-Jan-2018,Z100391,1,10
5323,15-Jan-2018,Z100480,10,1
10763,15-Jan-2018,Z100497,10,3
15706,15-Jan-2018,Z100932,5,2
19064,15-Jan-2018,Z100703,3,2
26959,15-Jan-2018,Z100412,10,1
27025,15-Jan-2018,Z100064,8,10
27861,15-Jan-2018,Z100821,9,5
30467,15-Jan-2018,Z100352,3,4
30889,15-Jan-2018,Z100274,13,1
32575,15-Jan-2018,Z100624,11,2
33961,15-Jan-2018,Z100130,1,2
34531,15-Jan-2018,Z100781,12,1
34789,15-Jan-2018,Z100264,10,1
38253,15-Jan-2018,Z100735,8,1
39463,15-Jan-2018,Z100705,1,1
40397,15-Jan-2018,Z100750,9,1
40716,15-Jan-2018,Z100133,8,2
42546,15-Jan-2018,Z100867,9,1
43315,15-Jan-2018,Z100120,11,1
46270,15-Jan-2018,Z100434,10,4
47299,15-Jan-2018,Z100404,3,4
47375,15-Jan-2018,Z100499,7,4
48615,15-Jan-2018,Z100423,9,3
49232,15-Jan-2018,Z100383,9,2
50199,15-Jan-2018,Z100854,7,1
50361,15-Jan-2018,Z100400,7,3
50649,15-Jan-2018,Z100747,3,1
51973,15-Jan-2018,Z100910,3,1
52770,15-Jan-2018,Z100456,1,1
54431,15-Jan-2018,Z100951,13,10
54653,15-Jan-2018,Z100459,7,5
54856,15-Jan-2018,Z100880,9,3
58068,15-Jan-2018,Z100294,8,3
59260,15-Jan-2018,Z100281,3,1
59330,15-Jan-2018,Z100773,8,5
59442,15-Jan-2018,Z100942,2,4
60350,15-Jan-2018,Z100150,6,2
60985,15-Jan-2018,Z100084,9,2
61039,15-Jan-2018,Z100750,6,2
61681,15-Jan-2018,Z100535,7,2
61812,15-Jan-2018,Z100957,8,3
62696,15-Jan-2018,Z100904,12,4
62843,15-Jan-2018,Z100082,14,1
63253,15-Jan-2018,Z100440,11,2
64311,15-Jan-2018,Z100560,10,4
66649,15-Jan-2018,Z100264,9,1
73667,15-Jan-2018,Z100160,3,3
76895,15-Jan-2018,Z100641,13,2
80260,15-Jan-2018,Z100188,1,4
81583,15-Jan-2018,Z100534,1,1
81841,15-Jan-2018,Z100233,12,4
83977,15-Jan-2018,Z100340,7,5
84153,15-Jan-2018,Z100003,7,1
84302,15-Jan-2018,Z100074,1,2
84880,15-Jan-2018,Z100272,11,1
85051,15-Jan-2018,Z100003,9,4
85933,15-Jan-2018,Z100218,8,1
88336,15-Jan-2018,Z100560,7,1
89407,15-Jan-2018,Z100104,3,1
89575,15-Jan-2018,Z100864,10,1
90040,15-Jan-2018,Z100030,2,1
90111,15-Jan-2018,Z100862,3,1
92163,15-Jan-2018,Z100572,2,1
93229,15-Jan-2018,Z100945,2,2
95012,15-Jan-2018,Z100893,7,5
98578,15-Jan-2018,Z100080,4,1
99480,15-Jan-2018,Z100272,1,1
724,16-Jan-2018,Z100924,9,10
801,16-Jan-2018,Z100427,3,10
3506,16-Jan-2018,Z100960,1,10
4820,16-Jan-2018,Z100267,4,1
5506,16-Jan-2018,Z100034,3,3
6182,16-Jan-2018,Z100018,3,5
7705,16-Jan-2018,Z100926,8,2
8251,16-Jan-2018,Z100418,10,1
8436,16-Jan-2018,Z100244,16,3
10683,16-Jan-2018,Z100752,10,2
10698,16-Jan-2018,Z100538,8,3
12450,16-Jan-2018,Z100969,13,3
12620,16-Jan-2018,Z100944,7,5
12792,16-Jan-2018,Z100277,3,1
13673,16-Jan-2018,Z100959,3,5
14338,16-Jan-2018,Z100927,3,3
14765,16-Jan-2018,Z100372,2,5
15201,16-Jan-2018,Z100720,3,5
17286,16-Jan-2018,Z100281,3,1
20482,16-Jan-2018,Z100696,8,3
21412,16-Jan-2018,Z100244,13,5
22153,16-Jan-2018,Z100301,7,2
23015,16-Jan-2018,Z100784,7,1
23030,16-Jan-2018,Z100930,7,2
23346,16-Jan-2018,Z100580,14,1
23816,16-Jan-2018,Z100011,7,1
26239,16-Jan-2018,Z100495,2,1
26630,16-Jan-2018,Z100193,11,1
27657,16-Jan-2018,Z100170,2,3
29312,16-Jan-2018,Z100327,6,3
30604,16-Jan-2018,Z100561,8,5
31131,16-Jan-2018,Z100018,11,2
32215,16-Jan-2018,Z100543,10,1
33336,16-Jan-2018,Z100759,3,2
34957,16-Jan-2018,Z100190,1,5
35604,16-Jan-2018,Z100588,10,3
36234,16-Jan-2018,Z100598,5,1
36240,16-Jan-2018,Z100137,11,1
37538,16-Jan-2018,Z100523,3,3
38134,16-Jan-2018,Z100722,13,4
41137,16-Jan-2018,Z100217,3,3
43786,16-Jan-2018,Z100880,13,1
43873,16-Jan-2018,Z100350,9,2
44020,16-Jan-2018,Z100999,9,1
46365,16-Jan-2018,Z100524,3,2
47397,16-Jan-2018,Z100114,13,5
47840,16-Jan-2018,Z100799,3,5
50378,16-Jan-2018,Z100642,8,4
50619,16-Jan-2018,Z100185,7,3
52669,16-Jan-2018,Z100988,3,1
54548,16-Jan-2018,Z100728,3,5
54772,16-Jan-2018,Z100352,8,4
54786,16-Jan-2018,Z100378,8,1
58154,16-Jan-2018,Z100134,11,1
61963,16-Jan-2018,Z100465,7,2
63209,16-Jan-2018,Z100138,1,1
63773,16-Jan-2018,Z100906,9,2
65854,16-Jan-2018,Z100343,10,2
67265,16-Jan-2018,Z100814,3,5
68638,16-Jan-2018,Z100402,10,2
70181,16-Jan-2018,Z100924,10,4
71137,16-Jan-2018,Z100105,2,5
71762,16-Jan-2018,Z100662,8,1
73158,16-Jan-2018,Z100010,13,4
73473,16-Jan-2018,Z100025,9,3
76327,16-Jan-2018,Z100517,7,4
77783,16-Jan-2018,Z100427,9,3
78118,16-Jan-2018,Z100212,8,1
80042,16-Jan-2018,Z100912,5,1
80520,16-Jan-2018,Z100089,16,2
82510,16-Jan-2018,Z100550,9,5
83028,16-Jan-2018,Z100892,8,3
83690,16-Jan-2018,Z100605,2,5
85109,16-Jan-2018,Z100458,8,2
86508,16-Jan-2018,Z100265,7,1
87068,16-Jan-2018,Z100315,11,1
88667,16-Jan-2018,Z100098,10,1
88935,16-Jan-2018,Z100081,10,1
91963,16-Jan-2018,Z100116,8,3
93100,16-Jan-2018,Z100750,3,1
93400,16-Jan-2018,Z100739,9,4
93605,16-Jan-2018,Z100478,13,4
93947,16-Jan-2018,Z100322,13,3
94226,16-Jan-2018,Z100546,10,3
95165,16-Jan-2018,Z100946,14,5
95349,16-Jan-2018,Z100119,1,3
97148,16-Jan-2018,Z100232,9,1
97636,16-Jan-2018,Z100099,2,10
99429,16-Jan-2018,Z100831,1,1
1335,17-Jan-2018,Z100745,3,4
1660,17-Jan-2018,Z100980,5,1
5139,17-Jan-2018,Z100758,7,4
5544,17-Jan-2018,Z100627,5,1
6596,17-Jan-2018,Z100663,9,1
8699,17-Jan-2018,Z100748,7,2
10249,17-Jan-2018,Z100194,10,4
10868,17-Jan-2018,Z100502,8,1
11703,17-Jan-2018,Z100754,6,3
11797,17-Jan-2018,Z100747,13,3
17170,17-Jan-2018,Z100476,9,1
17482,17-Jan-2018,Z100012,8,5
18555,17-Jan-2018,Z100160,6,2
20916,17-Jan-2018,Z100673,13,2
22061,17-Jan-2018,Z100891,10,1
22550,17-Jan-2018,Z100226,4,1
22795,17-Jan-2018,Z100086,15,1
23676,17-Jan-2018,Z100308,11,2
24508,17-Jan-2018,Z100709,13,2
24799,17-Jan-2018,Z100768,13,1
25269,17-Jan-2018,Z100652,9,3
26629,17-Jan-2018,Z100053,1,1
28114,17-Jan-2018,Z100777,7,1
29490,17-Jan-2018,Z100243,8,4
29649,17-Jan-2018,Z100307,2,1
31093,17-Jan-2018,Z100495,3,1
33268,17-Jan-2018,Z100035,10,5
34200,17-Jan-2018,Z100942,6,4
35162,17-Jan-2018,Z100423,13,1
36098,17-Jan-2018,Z100695,3,3
36144,17-Jan-2018,Z100691,3,1
37798,17-Jan-2018,Z100662,3,1
38043,17-Jan-2018,Z100883,13,1
39444,17-Jan-2018,Z100259,7,2
39912,17-Jan-2018,Z100434,8,5
40650,17-Jan-2018,Z100947,10,5
43139,17-Jan-2018,Z100847,4,4
46303,17-Jan-2018,Z100846,3,4
47300,17-Jan-2018,Z100476,9,2
51677,17-Jan-2018,Z100161,13,1
52960,17-Jan-2018,Z100048,5,1
53481,17-Jan-2018,Z100079,10,2
55305,17-Jan-2018,Z100672,10,3
55822,17-Jan-2018,Z100732,10,5
56520,17-Jan-2018,Z100613,6,2
57082,17-Jan-2018,Z100726,1,1
57659,17-Jan-2018,Z100474,10,5
58753,17-Jan-2018,Z100316,11,3
60010,17-Jan-2018,Z100835,7,1
60308,17-Jan-2018,Z100452,10,4
60449,17-Jan-2018,Z100572,3,2
61527,17-Jan-2018,Z100138,12,2
62409,17-Jan-2018,Z100118,1,5
63361,17-Jan-2018,Z100897,7,2
63681,17-Jan-2018,Z100738,11,2
64131,17-Jan-2018,Z100392,11,2
65550,17-Jan-2018,Z100023,8,1
68106,17-Jan-2018,Z100019,8,5
68466,17-Jan-2018,Z100301,7,2
70882,17-Jan-2018,Z100128,13,1
70897,17-Jan-2018,Z100572,10,1
71155,17-Jan-2018,Z100843,4,3
72244,17-Jan-2018,Z100526,3,1
72587,17-Jan-2018,Z100121,9,1
73356,17-Jan-2018,Z100008,3,3
73440,17-Jan-2018,Z100608,8,1
75517,17-Jan-2018,Z100253,9,1
76481,17-Jan-2018,Z100966,6,1
76596,17-Jan-2018,Z100081,13,1
76661,17-Jan-2018,Z100986,3,1
76823,17-Jan-2018,Z100056,1,1
76924,17-Jan-2018,Z100580,7,5
78415,17-Jan-2018,Z100104,3,5
80038,17-Jan-2018,Z100816,10,5
81345,17-Jan-2018,Z100059,7,10
81802,17-Jan-2018,Z100248,9,4
83921,17-Jan-2018,Z100473,1,1
84544,17-Jan-2018,Z100798,9,2
84587,17-Jan-2018,Z100149,11,1
86211,17-Jan-2018,Z100588,10,2
88817,17-Jan-2018,Z100498,1,1
92054,17-Jan-2018,Z100797,5,4
92734,17-Jan-2018,Z100654,1,10
93024,17-Jan-2018,Z100794,12,1
96118,17-Jan-2018,Z100921,1,1
97575,17-Jan-2018,Z100022,3,5
97781,17-Jan-2018,Z100291,8,10
4236,18-Jan-2018,Z100238,8,2
4893,18-Jan-2018,Z100700,9,1
5448,18-Jan-2018,Z100693,13,3
6395,18-Jan-2018,Z100386,1,5
6813,18-Jan-2018,Z100554,1,1
9987,18-Jan-2018,Z100044,11,4
11607,18-Jan-2018,Z100566,2,4
12495,18-Jan-2018,Z100587,5,4
12803,18-Jan-2018,Z100280,2,5
15122,18-Jan-2018,Z100426,10,1
15230,18-Jan-2018,Z100397,9,3
15632,18-Jan-2018,Z100071,3,3
23770,18-Jan-2018,Z100384,13,1
24019,18-Jan-2018,Z100859,8,2
26813,18-Jan-2018,Z100415,12,4
26984,18-Jan-2018,Z100660,1,1
27114,18-Jan-2018,Z100281,10,2
30024,18-Jan-2018,Z100581,12,1
30251,18-Jan-2018,Z100909,3,1
30688,18-Jan-2018,Z100536,9,4
31683,18-Jan-2018,Z100719,10,1
35902,18-Jan-2018,Z100362,11,5
36188,18-Jan-2018,Z100401,7,1
36443,18-Jan-2018,Z100526,10,10
38676,18-Jan-2018,Z100003,15,1
39818,18-Jan-2018,Z100674,10,2
39837,18-Jan-2018,Z100551,5,2
39997,18-Jan-2018,Z100725,8,2
43009,18-Jan-2018,Z100628,3,3
44298,18-Jan-2018,Z100255,10,3
45497,18-Jan-2018,Z100921,9,1
47561,18-Jan-2018,Z100236,10,1
48281,18-Jan-2018,Z100033,8,1
49891,18-Jan-2018,Z100293,8,5
50250,18-Jan-2018,Z100520,9,3
50474,18-Jan-2018,Z100167,3,3
51793,18-Jan-2018,Z100640,3,1
52115,18-Jan-2018,Z100428,14,5
52920,18-Jan-2018,Z100432,7,1
53977,18-Jan-2018,Z100874,5,1
54858,18-Jan-2018,Z100811,3,4
56681,18-Jan-2018,Z100767,5,1
60091,18-Jan-2018,Z100774,9,1
60200,18-Jan-2018,Z100519,9,1
60533,18-Jan-2018,Z100729,14,4
65012,18-Jan-2018,Z100097,3,1
65821,18-Jan-2018,Z100165,10,4
69053,18-Jan-2018,Z100700,9,1
70862,18-Jan-2018,Z100616,9,2
73400,18-Jan-2018,Z100705,9,1
73592,18-Jan-2018,Z100773,2,1
77918,18-Jan-2018,Z100296,11,3
79339,18-Jan-2018,Z100726,9,4
79499,18-Jan-2018,Z100935,14,1
79704,18-Jan-2018,Z100295,6,1
82848,18-Jan-2018,Z100810,6,3
83749,18-Jan-2018,Z100832,10,10
83869,18-Jan-2018,Z100116,5,1
92886,18-Jan-2018,Z100575,9,2
94433,18-Jan-2018,Z100875,6,1
94933,18-Jan-2018,Z100546,5,1
95305,18-Jan-2018,Z100976,3,3
95714,18-Jan-2018,Z100170,9,10
96802,18-Jan-2018,Z100878,3,5
99113,18-Jan-2018,Z100321,8,2
