Date,Date Key,Month Key,Month,Quarter,Year,Year Quarter,Year Month,Year Month Key,Day Of Week Key,Day Of Week,Day Of Month
05-Jan-2022,20220105,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,4,Wed,5
06-Jan-2022,20220106,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,5,Thu,6
07-Jan-2022,20220107,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,6,Fri,7
08-Jan-2022,20220108,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,7,Sat,8
09-Jan-2022,20220109,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,1,Sun,9
10-Jan-2022,20220110,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,2,Mon,10
11-Jan-2022,20220111,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,3,Tue,11
12-Jan-2022,20220112,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,4,Wed,12
13-Jan-2022,20220113,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,5,Thu,13
14-Jan-2022,20220114,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,6,Fri,14
15-Jan-2022,20220115,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,7,Sat,15
16-Jan-2022,20220116,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,1,Sun,16
17-Jan-2022,20220117,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,2,Mon,17
18-Jan-2022,20220118,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,3,Tue,18
19-Jan-2022,20220119,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,4,Wed,19
20-Jan-2022,20220120,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,5,Thu,20
21-Jan-2022,20220121,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,6,Fri,21
22-Jan-2022,20220122,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,7,Sat,22
23-Jan-2022,20220123,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,1,Sun,23
24-Jan-2022,20220124,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,2,Mon,24
25-Jan-2022,20220125,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,3,Tue,25
26-Jan-2022,20220126,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,4,Wed,26
27-Jan-2022,20220127,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,5,Thu,27
28-Jan-2022,20220128,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,6,Fri,28
29-Jan-2022,20220129,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,7,Sat,29
30-Jan-2022,20220130,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,1,Sun,30
31-Jan-2022,20220131,1,Jan,Q1,2022,2022 Q1,2022 Jan,202201,2,Mon,31
01-Feb-2022,20220201,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,3,Tue,1
02-Feb-2022,20220202,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,4,Wed,2
03-Feb-2022,20220203,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,5,Thu,3
04-Feb-2022,20220204,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,6,Fri,4
05-Feb-2022,20220205,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,7,Sat,5
06-Feb-2022,20220206,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,1,Sun,6
07-Feb-2022,20220207,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,2,Mon,7
08-Feb-2022,20220208,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,3,Tue,8
09-Feb-2022,20220209,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,4,Wed,9
10-Feb-2022,20220210,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,5,Thu,10
11-Feb-2022,20220211,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,6,Fri,11
12-Feb-2022,20220212,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,7,Sat,12
13-Feb-2022,20220213,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,1,Sun,13
14-Feb-2022,20220214,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,2,Mon,14
15-Feb-2022,20220215,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,3,Tue,15
16-Feb-2022,20220216,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,4,Wed,16
17-Feb-2022,20220217,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,5,Thu,17
18-Feb-2022,20220218,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,6,Fri,18
19-Feb-2022,20220219,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,7,Sat,19
20-Feb-2022,20220220,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,1,Sun,20
21-Feb-2022,20220221,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,2,Mon,21
22-Feb-2022,20220222,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,3,Tue,22
23-Feb-2022,20220223,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,4,Wed,23
24-Feb-2022,20220224,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,5,Thu,24
25-Feb-2022,20220225,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,6,Fri,25
26-Feb-2022,20220226,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,7,Sat,26
27-Feb-2022,20220227,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,1,Sun,27
28-Feb-2022,20220228,2,Feb,Q1,2022,2022 Q1,2022 Feb,202202,2,Mon,28
01-Mar-2022,20220301,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,3,Tue,1
02-Mar-2022,20220302,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,4,Wed,2
03-Mar-2022,20220303,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,5,Thu,3
04-Mar-2022,20220304,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,6,Fri,4
05-Mar-2022,20220305,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,7,Sat,5
06-Mar-2022,20220306,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,1,Sun,6
07-Mar-2022,20220307,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,2,Mon,7
08-Mar-2022,20220308,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,3,Tue,8
09-Mar-2022,20220309,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,4,Wed,9
10-Mar-2022,20220310,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,5,Thu,10
11-Mar-2022,20220311,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,6,Fri,11
12-Mar-2022,20220312,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,7,Sat,12
13-Mar-2022,20220313,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,1,Sun,13
14-Mar-2022,20220314,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,2,Mon,14
15-Mar-2022,20220315,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,3,Tue,15
16-Mar-2022,20220316,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,4,Wed,16
17-Mar-2022,20220317,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,5,Thu,17
18-Mar-2022,20220318,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,6,Fri,18
19-Mar-2022,20220319,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,7,Sat,19
20-Mar-2022,20220320,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,1,Sun,20
21-Mar-2022,20220321,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,2,Mon,21
22-Mar-2022,20220322,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,3,Tue,22
23-Mar-2022,20220323,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,4,Wed,23
24-Mar-2022,20220324,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,5,Thu,24
25-Mar-2022,20220325,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,6,Fri,25
26-Mar-2022,20220326,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,7,Sat,26
27-Mar-2022,20220327,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,1,Sun,27
28-Mar-2022,20220328,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,2,Mon,28
29-Mar-2022,20220329,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,3,Tue,29
30-Mar-2022,20220330,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,4,Wed,30
31-Mar-2022,20220331,3,Mar,Q1,2022,2022 Q1,2022 Mar,202203,5,Thu,31
01-Apr-2022,20220401,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,6,Fri,1
02-Apr-2022,20220402,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,7,Sat,2
03-Apr-2022,20220403,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,1,Sun,3
04-Apr-2022,20220404,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,2,Mon,4
05-Apr-2022,20220405,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,3,Tue,5
06-Apr-2022,20220406,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,4,Wed,6
07-Apr-2022,20220407,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,5,Thu,7
08-Apr-2022,20220408,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,6,Fri,8
09-Apr-2022,20220409,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,7,Sat,9
10-Apr-2022,20220410,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,1,Sun,10
11-Apr-2022,20220411,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,2,Mon,11
12-Apr-2022,20220412,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,3,Tue,12
13-Apr-2022,20220413,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,4,Wed,13
14-Apr-2022,20220414,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,5,Thu,14
15-Apr-2022,20220415,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,6,Fri,15
16-Apr-2022,20220416,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,7,Sat,16
17-Apr-2022,20220417,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,1,Sun,17
18-Apr-2022,20220418,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,2,Mon,18
19-Apr-2022,20220419,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,3,Tue,19
20-Apr-2022,20220420,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,4,Wed,20
21-Apr-2022,20220421,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,5,Thu,21
22-Apr-2022,20220422,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,6,Fri,22
23-Apr-2022,20220423,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,7,Sat,23
24-Apr-2022,20220424,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,1,Sun,24
25-Apr-2022,20220425,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,2,Mon,25
26-Apr-2022,20220426,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,3,Tue,26
27-Apr-2022,20220427,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,4,Wed,27
28-Apr-2022,20220428,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,5,Thu,28
29-Apr-2022,20220429,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,6,Fri,29
30-Apr-2022,20220430,4,Apr,Q2,2022,2022 Q2,2022 Apr,202204,7,Sat,30
01-May-2022,20220501,5,May,Q2,2022,2022 Q2,2022 May,202205,1,Sun,1
02-May-2022,20220502,5,May,Q2,2022,2022 Q2,2022 May,202205,2,Mon,2
03-May-2022,20220503,5,May,Q2,2022,2022 Q2,2022 May,202205,3,Tue,3
04-May-2022,20220504,5,May,Q2,2022,2022 Q2,2022 May,202205,4,Wed,4
05-May-2022,20220505,5,May,Q2,2022,2022 Q2,2022 May,202205,5,Thu,5
06-May-2022,20220506,5,May,Q2,2022,2022 Q2,2022 May,202205,6,Fri,6
07-May-2022,20220507,5,May,Q2,2022,2022 Q2,2022 May,202205,7,Sat,7
08-May-2022,20220508,5,May,Q2,2022,2022 Q2,2022 May,202205,1,Sun,8
09-May-2022,20220509,5,May,Q2,2022,2022 Q2,2022 May,202205,2,Mon,9
10-May-2022,20220510,5,May,Q2,2022,2022 Q2,2022 May,202205,3,Tue,10
11-May-2022,20220511,5,May,Q2,2022,2022 Q2,2022 May,202205,4,Wed,11
12-May-2022,20220512,5,May,Q2,2022,2022 Q2,2022 May,202205,5,Thu,12
13-May-2022,20220513,5,May,Q2,2022,2022 Q2,2022 May,202205,6,Fri,13
14-May-2022,20220514,5,May,Q2,2022,2022 Q2,2022 May,202205,7,Sat,14
15-May-2022,20220515,5,May,Q2,2022,2022 Q2,2022 May,202205,1,Sun,15
16-May-2022,20220516,5,May,Q2,2022,2022 Q2,2022 May,202205,2,Mon,16
17-May-2022,20220517,5,May,Q2,2022,2022 Q2,2022 May,202205,3,Tue,17
18-May-2022,20220518,5,May,Q2,2022,2022 Q2,2022 May,202205,4,Wed,18
19-May-2022,20220519,5,May,Q2,2022,2022 Q2,2022 May,202205,5,Thu,19
20-May-2022,20220520,5,May,Q2,2022,2022 Q2,2022 May,202205,6,Fri,20
21-May-2022,20220521,5,May,Q2,2022,2022 Q2,2022 May,202205,7,Sat,21
22-May-2022,20220522,5,May,Q2,2022,2022 Q2,2022 May,202205,1,Sun,22
23-May-2022,20220523,5,May,Q2,2022,2022 Q2,2022 May,202205,2,Mon,23
24-May-2022,20220524,5,May,Q2,2022,2022 Q2,2022 May,202205,3,Tue,24
25-May-2022,20220525,5,May,Q2,2022,2022 Q2,2022 May,202205,4,Wed,25
26-May-2022,20220526,5,May,Q2,2022,2022 Q2,2022 May,202205,5,Thu,26
27-May-2022,20220527,5,May,Q2,2022,2022 Q2,2022 May,202205,6,Fri,27
28-May-2022,20220528,5,May,Q2,2022,2022 Q2,2022 May,202205,7,Sat,28
29-May-2022,20220529,5,May,Q2,2022,2022 Q2,2022 May,202205,1,Sun,29
30-May-2022,20220530,5,May,Q2,2022,2022 Q2,2022 May,202205,2,Mon,30
31-May-2022,20220531,5,May,Q2,2022,2022 Q2,2022 May,202205,3,Tue,31
01-Jun-2022,20220601,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,4,Wed,1
02-Jun-2022,20220602,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,5,Thu,2
03-Jun-2022,20220603,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,6,Fri,3
04-Jun-2022,20220604,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,7,Sat,4
05-Jun-2022,20220605,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,1,Sun,5
06-Jun-2022,20220606,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,2,Mon,6
07-Jun-2022,20220607,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,3,Tue,7
08-Jun-2022,20220608,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,4,Wed,8
09-Jun-2022,20220609,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,5,Thu,9
10-Jun-2022,20220610,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,6,Fri,10
11-Jun-2022,20220611,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,7,Sat,11
12-Jun-2022,20220612,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,1,Sun,12
13-Jun-2022,20220613,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,2,Mon,13
14-Jun-2022,20220614,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,3,Tue,14
15-Jun-2022,20220615,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,4,Wed,15
16-Jun-2022,20220616,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,5,Thu,16
17-Jun-2022,20220617,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,6,Fri,17
18-Jun-2022,20220618,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,7,Sat,18
19-Jun-2022,20220619,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,1,Sun,19
20-Jun-2022,20220620,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,2,Mon,20
21-Jun-2022,20220621,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,3,Tue,21
22-Jun-2022,20220622,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,4,Wed,22
23-Jun-2022,20220623,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,5,Thu,23
24-Jun-2022,20220624,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,6,Fri,24
25-Jun-2022,20220625,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,7,Sat,25
26-Jun-2022,20220626,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,1,Sun,26
27-Jun-2022,20220627,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,2,Mon,27
28-Jun-2022,20220628,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,3,Tue,28
29-Jun-2022,20220629,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,4,Wed,29
30-Jun-2022,20220630,6,Jun,Q2,2022,2022 Q2,2022 Jun,202206,5,Thu,30
01-Jul-2022,20220701,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,6,Fri,1
02-Jul-2022,20220702,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,7,Sat,2
03-Jul-2022,20220703,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,1,Sun,3
04-Jul-2022,20220704,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,2,Mon,4
05-Jul-2022,20220705,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,3,Tue,5
06-Jul-2022,20220706,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,4,Wed,6
07-Jul-2022,20220707,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,5,Thu,7
08-Jul-2022,20220708,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,6,Fri,8
09-Jul-2022,20220709,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,7,Sat,9
10-Jul-2022,20220710,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,1,Sun,10
11-Jul-2022,20220711,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,2,Mon,11
12-Jul-2022,20220712,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,3,Tue,12
13-Jul-2022,20220713,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,4,Wed,13
14-Jul-2022,20220714,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,5,Thu,14
15-Jul-2022,20220715,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,6,Fri,15
16-Jul-2022,20220716,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,7,Sat,16
17-Jul-2022,20220717,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,1,Sun,17
18-Jul-2022,20220718,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,2,Mon,18
19-Jul-2022,20220719,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,3,Tue,19
20-Jul-2022,20220720,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,4,Wed,20
21-Jul-2022,20220721,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,5,Thu,21
22-Jul-2022,20220722,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,6,Fri,22
23-Jul-2022,20220723,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,7,Sat,23
24-Jul-2022,20220724,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,1,Sun,24
25-Jul-2022,20220725,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,2,Mon,25
26-Jul-2022,20220726,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,3,Tue,26
27-Jul-2022,20220727,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,4,Wed,27
28-Jul-2022,20220728,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,5,Thu,28
29-Jul-2022,20220729,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,6,Fri,29
30-Jul-2022,20220730,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,7,Sat,30
31-Jul-2022,20220731,7,Jul,Q3,2022,2022 Q3,2022 Jul,202207,1,Sun,31
01-Aug-2022,20220801,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,2,Mon,1
02-Aug-2022,20220802,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,3,Tue,2
03-Aug-2022,20220803,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,4,Wed,3
04-Aug-2022,20220804,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,5,Thu,4
05-Aug-2022,20220805,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,6,Fri,5
06-Aug-2022,20220806,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,7,Sat,6
07-Aug-2022,20220807,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,1,Sun,7
08-Aug-2022,20220808,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,2,Mon,8
09-Aug-2022,20220809,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,3,Tue,9
10-Aug-2022,20220810,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,4,Wed,10
11-Aug-2022,20220811,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,5,Thu,11
12-Aug-2022,20220812,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,6,Fri,12
13-Aug-2022,20220813,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,7,Sat,13
14-Aug-2022,20220814,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,1,Sun,14
15-Aug-2022,20220815,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,2,Mon,15
16-Aug-2022,20220816,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,3,Tue,16
17-Aug-2022,20220817,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,4,Wed,17
18-Aug-2022,20220818,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,5,Thu,18
19-Aug-2022,20220819,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,6,Fri,19
20-Aug-2022,20220820,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,7,Sat,20
21-Aug-2022,20220821,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,1,Sun,21
22-Aug-2022,20220822,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,2,Mon,22
23-Aug-2022,20220823,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,3,Tue,23
24-Aug-2022,20220824,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,4,Wed,24
25-Aug-2022,20220825,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,5,Thu,25
26-Aug-2022,20220826,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,6,Fri,26
27-Aug-2022,20220827,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,7,Sat,27
28-Aug-2022,20220828,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,1,Sun,28
29-Aug-2022,20220829,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,2,Mon,29
30-Aug-2022,20220830,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,3,Tue,30
31-Aug-2022,20220831,8,Aug,Q3,2022,2022 Q3,2022 Aug,202208,4,Wed,31
01-Sep-2022,20220901,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,5,Thu,1
02-Sep-2022,20220902,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,6,Fri,2
03-Sep-2022,20220903,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,7,Sat,3
04-Sep-2022,20220904,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,1,Sun,4
05-Sep-2022,20220905,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,2,Mon,5
06-Sep-2022,20220906,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,3,Tue,6
07-Sep-2022,20220907,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,4,Wed,7
08-Sep-2022,20220908,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,5,Thu,8
09-Sep-2022,20220909,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,6,Fri,9
10-Sep-2022,20220910,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,7,Sat,10
11-Sep-2022,20220911,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,1,Sun,11
12-Sep-2022,20220912,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,2,Mon,12
13-Sep-2022,20220913,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,3,Tue,13
14-Sep-2022,20220914,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,4,Wed,14
15-Sep-2022,20220915,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,5,Thu,15
16-Sep-2022,20220916,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,6,Fri,16
17-Sep-2022,20220917,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,7,Sat,17
18-Sep-2022,20220918,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,1,Sun,18
19-Sep-2022,20220919,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,2,Mon,19
20-Sep-2022,20220920,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,3,Tue,20
21-Sep-2022,20220921,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,4,Wed,21
22-Sep-2022,20220922,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,5,Thu,22
23-Sep-2022,20220923,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,6,Fri,23
24-Sep-2022,20220924,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,7,Sat,24
25-Sep-2022,20220925,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,1,Sun,25
26-Sep-2022,20220926,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,2,Mon,26
27-Sep-2022,20220927,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,3,Tue,27
28-Sep-2022,20220928,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,4,Wed,28
29-Sep-2022,20220929,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,5,Thu,29
30-Sep-2022,20220930,9,Sep,Q3,2022,2022 Q3,2022 Sep,202209,6,Fri,30
01-Oct-2022,20221001,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,7,Sat,1
02-Oct-2022,20221002,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,1,Sun,2
03-Oct-2022,20221003,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,2,Mon,3
04-Oct-2022,20221004,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,3,Tue,4
05-Oct-2022,20221005,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,4,Wed,5
06-Oct-2022,20221006,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,5,Thu,6
07-Oct-2022,20221007,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,6,Fri,7
